image,Born,Person,description,occupation,position held,country of citizenship,given name
,1941-05-07,Pashupati Shamsher Jang Bahadur Rana,Nepalese politician,politician,,Nepal,
,1941-05-07,Karen Gevorkian,Soviet film director,film director screenwriter,,Soviet Union Armenia Russia,Karen Karen
,1941-05-07,Kama Ginkas,Russian theatre director,theater director,,Soviet Union Russia,
,1941-05-07,Ioannis Virvilis,Greek athletics competitor,athletics competitor,,Greece,
,1941-05-07,Buzzie Reutimann,American racing driver,racing driver,,United States of America,
,1941-05-07,Marita Aeschbacher,Swiss equestrian,Olympic athlete,,Switzerland,
,1941-05-07,David Marshall,British politician,politician,Member of the 54th Parliament of the United Kingdom Member of the 53rd Parliament of the United Kingdom Member of the 52nd Parliament of the United Kingdom Member of the 51st Parliament of the United Kingdom Member of the 50th Parliament of the United Kingdom Member of the 49th Parliament of the United Kingdom Member of the 48th Parliament of the United Kingdom Substitute of the Parliamentary Assembly of the Council of Europe,United Kingdom,David
,1941-05-07,Grahame Bilby,New Zealand association footballer,association football player cricketer,,New Zealand,Grahame
,1941-05-07,Kinichi Hagimoto,"Japanese comedian, talent, presenter (1941-)",seiyū singer comedian owarai tarento impresario tarento broadcast writer baseball manager,,Japan,
,1941-05-07,Kazuo Matsuda,Japanese ice hockey player,ice hockey player,,Japan,
,1941-05-07,Mette Kongshem,Norwegian diplomat,politician diplomat,State Secretary,Norway Turkmenistan,Mette
,1941-05-07,Mohammed Magoro,Nigerian politician,politician,member of the Senate of Nigeria,Nigeria,Mohammed
,1941-05-07,John Richard Parsons,English writer and artist,artist,,,John
,1941-05-07,Walter Kaminsky,German chemist,chemist university teacher,,Germany,Walter
,1940-05-07,John Irvin,born 1940; English film director,film director television director,,United Kingdom,John
,1940-05-07,Chris Saunders,cricketer,cricketer,,United Kingdom,Chris
,1940-05-07,Michael Allen Fox,philosopher (*1940) ♂,philosopher,,,Michael
,1940-05-07,Dave Chambers,Canadian ice hockey coach,ice hockey coach,,Canada,Dave
,1940-05-07,Jerry Harkness,American basketball player,basketball player,,United States of America,Jerry
,1940-05-07,Alcira Argumedo,Argentine politician and academic,sociologist politician,member of the Argentine Chamber of Deputies,Argentina,Alcira
,1940-05-07,Elizabeth R. McAnarney,American pediatrician,pediatrician,,United States of America,Elizabeth
,1940-05-07,Kathleen Keenan,"politician , member of the Vermont House of Representatives (*1940) ♀",politician,member of the Vermont House of Representatives,,Kathleen
,1940-05-07,Lee Chen-chu,Taiwanese boxer,boxer,,,
,1940-05-07,Owe Wiktorin,Swedish general,military personnel,Supreme Commander of the Swedish Armed Forces Q82679856,Sweden,Owe
,1940-05-07,Kim Chernin,American writer,poet writer,,United States of America,Kim
,1940-05-07,Mike Gillespie,American baseball player and coach,baseball player,,United States of America,Mike
,1940-05-07,Grantley Judge,Field hockey player (*1940) ♂,field hockey player,,,
,1940-05-07,Sandy Galef,American politician,politician,member of the New York State Assembly,United States of America,Sandy
,1939-05-07,Sidney Altman,Canadian American molecular biologist,biologist chemist molecular biologist biochemist academic physicist university teacher biophysicist,,United States of America Canada,Sidney
,1939-05-07,"Clive Soley , Baron Soley",British politician,politician blogger,Chair of the Parliamentary Labour Party Member of the 53rd Parliament of the United Kingdom Member of the 52nd Parliament of the United Kingdom Member of the House of Lords Member of the 51st Parliament of the United Kingdom Member of the 50th Parliament of the United Kingdom Member of the 49th Parliament of the United Kingdom Member of the 48th Parliament of the United Kingdom,United Kingdom,Clive
,1939-05-07,Dan Slobin,American linguist,linguist psychologist,,United States of America,Dan
,1939-05-07,Marita Böhme,German actress,stage actor film actor,,Germany,Marita
,1939-05-07,Pierre Gros,French archaeologist,anthropologist archaeologist art historian classical philologist university teacher classical scholar latinist,,France,Pierre
,1939-05-07,Tadamitsu Kishimoto,Japanese immunologist,immunologist university teacher physician,,Japan,
,1939-05-07,Alexey Stakhov,"professor, mathematician, inventor, engineer",engineer mathematician,,Soviet Union,Alexey
,1939-05-07,W. D. Valgardson,"Canadian fiction writer, poet, and English studies academic",author university teacher writer,,Canada,William
,1939-05-07,Pierantonio Costa,Italian businessman,diplomat businessperson,,Italy,Pierantonio
,1939-05-07,Marco St. John,American actor,television actor film actor film producer actor,,United States of America,Marco
,1939-05-07,Ruggero Deodato,Italian film director,film director actor screenwriter,,Italy,Roger
,1939-05-07,Eli Fromm,German academic,academic,,,Eli
,1939-05-07,Gayle Hatch,Weightlifting coach,coach,,,Gayle
,1939-05-07,Guillermo Ceniceros,Mexican painter,painter,,Mexico,Guillermo
,1939-05-07,Jean-Lucien Savi de Tové,Togolese politician,politician,,,Jean-Luc
,1939-05-07,"Jennifer Forwood, 11th Baroness Arlington",British baroness,politician,Member of the House of Lords,United Kingdom,Jennifer
,1939-05-07,Volker Braun,German writer,dramaturge playwright,,Germany,Volker
,1939-05-07,Rudolf Bayer,German computer scientist,computer scientist engineer university teacher,,Germany,Rudolf
,1938-05-07,René Wagner,Luxembourgian swimmer,swimmer,,Luxembourg,René
,1938-05-07,Eric Brotherton,South African cricketer,squash player cricketer,,South Africa,Eric
,1938-05-07,Irma Cué Sarquis,Mexican lawyer and politician,lawyer,justice minister,Mexico,Irma
,1938-05-07,Hideta Kanai,Japanese  javelin thrower,athletics competitor employee,,Japan,
,1938-05-07,Donald Kirk,American journalist,war correspondent,,United States of America,Donald
,1938-05-07,Joe Louis Clark,American educator,educator,head teacher,,Joe
,1938-05-07,Pauline Browes,Canadian politician,politician,member of the House of Commons of Canada,Canada,Pauline
,1938-05-07,John R. Ross,American lingusit,linguist,,United States of America,John
,1938-05-07,Stuart Lyon Smith,Canadian politician,psychiatrist politician,Leader of the Opposition member of the Ontario Provincial Parliament,Canada,Stuart
,1937-05-07,Oleh Kowerko,poet (*1937) ♂,poet,,,Oleh
,1937-05-07,Eddie Clayton,English footballer,association football player,,United Kingdom,Eddie
,1937-05-07,Claude Raymond,baseball player,baseball player radio personality,,Canada,Claude
,1937-05-07,Rolf Tibblin,Swedish motorcycle racer,motocross rider,,Sweden,Rolf
,1937-05-07,Yevgeny Sivokon,film director (*1937),film director animator,,Soviet Union Ukraine,Yevgeny
,1937-05-07,Anne Alvik,Norwegian physician and civil servant,politician physician,,Norway,Anne
,1937-05-07,Jay F. Honeycutt,NASA director,aerospace engineer engineer,,,Jay
,1937-05-07,Sergey Ling,3rd Prime Minister of Belarus 1996–2000,politician agronomist diplomat,Prime Minister of Belarus ambassador,Belarus,Syarhey
,1937-05-07,Malcolm Bailey,English footballer,association football player,,United Kingdom,Malcolm
,1937-05-07,Norm Rogers,Australian rules footballer,Australian rules football player,,,Norm Norman Angus
,1937-05-07,Terry Miles,Footballer,association football player,,United Kingdom,Terry
,1936-05-07,Siegfried Wustrow,German cyclist,sport cyclist,,Germany German Democratic Republic,Siegfried
,1936-05-07,Volodymyr Lukashev,"Ukraine drama teacher and theater director (*1936) ♂; People's Artist of Ukraine , Order of Merit (Ukraine), 3rd class, Order of Merit (Ukraine), 2nd class, People's Artist of the Ukrainian SSR, and Medal ""For Valiant Labour in the Great Patriotic War 1941–1945""",drama teacher theater director,,Ukraine,Vladimir
,1936-05-07,Robin Hanbury-Tenison,English Explorer,scientist writer explorer,,United Kingdom,Robin
,1936-05-07,Shashikumar Chitre,Indian mathematician and astrophysicist,astrophysicist,,,
,1936-05-07,Pat Fitzgerald,"Australian rules footballer, born 1936",Australian rules football player,,,Pat
,1936-05-07,Jón Kristinsson,Dutch architect,architect,,Kingdom of the Netherlands,Jón
,1936-05-07,Juris Upatnieks,United States physicist,physicist inventor,,United States of America,Juris
,1936-05-07,François Scellier,French politician,politician,member of the French National Assembly Mayor of Saint-Gratien,France,François
,1936-05-07,Jean-Louis Bonnemain,"French botanist and physiologist, Director of Research at CNRS (*1936) ♂; member of French Academy of Sciences",botanist physiologist,Director of Research at CNRS,France,Jean-Louis
,1936-05-07,Tony O'Reilly,Irish businessman and rugby union player,rugby union player association football player businessperson,,Ireland,Anthony Joseph Francis
,1936-05-07,Renzo Ostino,Italian rower,rower,,Italy,Renzo
,1936-05-07,Mario Gios,Italian speed skater,speed skater,,Italy,Mario
,1936-05-07,Neil Macfarlane,British politician,politician,Member of the 50th Parliament of the United Kingdom Member of the 49th Parliament of the United Kingdom Member of the 48th Parliament of the United Kingdom Member of the 47th Parliament of the United Kingdom Member of the 46th Parliament of the United Kingdom,United Kingdom,Neil David
,1935-05-07,Michael Hopkins,English architect,architect,,United Kingdom,Michael
,1935-05-07,Fritz Kühl,German athletics competitor,athletics competitor,,Germany German Democratic Republic,Fritz
,1935-05-07,H. C. Stackpole III,US Marine Corps officer,military leader,,,H.
,1935-05-07,Horst Klinkmann,German internist,internist university teacher,,Germany,Horst
,1935-05-07,Boncho Novakov,cyclist,sport cyclist,,Bulgaria,
,1935-05-07,Max Stephenson,Australian rules footballer,Australian rules football player police officer (Beamter),,,Max
,1935-05-07,Hugh Davidson,Manx businessman,businessperson,,,Hugh
,1935-05-07,Gérard Lefranc,French fencer,fencer,,France,Gérard
,1935-05-07,Sergio Ceccotti,Italian painter and engraver,painter engraver,,Italy,Sergio
,1935-05-07,Ecaterina Orb-Lazăr,Romanian fencer,fencer,,Romania,
,1935-05-07,Božidar Debenjak,Slovenian philosopher,linguist philosopher translator sociologist editor,,Slovenia Kingdom of Yugoslavia Yugoslavia,Božidar
,1935-05-07,Clyde Willson,actor,actor,,,Clyde
,1935-05-07,Charles C. Richardson,biochemist,biochemist,,,Charles
,1935-05-07,Erich S. Gruen,American historian,historian classical scholar,President of the Society for Classical Studies,Austria,Erich
,1934-05-07,Yevgeny Yasin,Russian economist,economist,,Soviet Union Russia,Yevgeni
,1934-05-07,Bob Sreenan,British swimmer,swimmer,,United Kingdom,Bob
,1934-05-07,Peder Mortensen,Danish archaeologist,archaeologist,,,
,1934-05-07,Ágota Sebő,Olympic swimmer,swimmer,,Hungary,Ágota
,1934-05-07,Ronald Harvey,cricketer,cricketer,,United Kingdom,Ronald
,1934-05-07,William Stevenson,Canadian judge,lawyer judge,,,William
,1933-05-07,Christopher C. Bell,"writer, author, lecturer",writer,,United States of America,Christopher
,1933-05-07,John Harris,American football player (defensive back),American football player,,,John
,1933-05-07,Dale W. Jorgenson,American economist,economist university teacher,president,United States of America,Dale
,1933-05-07,Robert Chapuis,French politician,politician,member of the French National Assembly Mayor of Le Teil,France,Robert
,1933-05-07,Arsène Pint,modern pentathlete,modern pentathlete pentathlete,,Belgium,Arsène
,1933-05-07,David Lim Kim San,Singaporean musician,conductor,,Singapore,David
,1932-05-07,Jean-Baptiste Beleoken,Cameroonian politician,diplomat,,,Jean-Baptiste
,1932-05-07,Philippe Contamine,French historian,historian,president director,France,Philippe
,1932-05-07,Tommy Adkins,Canadian football center and linebacker,Canadian football player American football player,,,Tommy
,1932-05-07,Gene Fraise,American politician,politician,member of the State Senate of Iowa,United States of America,Gene
,1932-05-07,Nonny Hogrogian,Armenian-American illustrator and writer,writer children's writer,,United States of America,
,1932-05-07,Robert Halliday,Anglican Bishop,priest,,,Robert
,1931-05-07,David Elliott,1960s British television director and film editor,television director film editor,,United Kingdom,David
,1931-05-07,Herrmann Jungraithmayr,Austrian africanist and writer,africanist writer,,Austria,Herrmann
,1931-05-07,Eino Oksanen,Finnish distance runner,long-distance runner police officer,,Finland,Eino
,1931-05-07,José García Quesada,association football player,association football player,,,
,1931-05-07,Kenneth Pestell,English banker and cricketer,banker cricketer,,United Kingdom,
,1931-05-07,Lloyd Monsen,American baseball player,association football player baseball player,,United States of America,Lloyd
,1930-05-07,José Romão Dimas,Portuguese footballer,association football player,,Portugal,José
,1930-05-07,"John Smith, Baron Kirkhill",British politician,politician,Member of the House of Lords Substitute of the Parliamentary Assembly of the Council of Europe Representative of the Parliamentary Assembly of the Council of Europe,United Kingdom,John
,1930-05-07,Jean Gandois,French businessman,business executive,president,France,Jean
